title,link,summary,category,website,published
How to Keep Your Money Safe if Your Online Lender Is Not a Bank,https://www.nytimes.com/2024/08/10/business/online-lending-banking-money-risks.html,"This is an article by New York Times. The collapse of a little-known intermediary named Synapse Financial Technologies has put a spotlight on the risk that customers face when using popular banking start-ups. If it looks like a bank, advertises like a bank, and accepts money like a bank — it still might not be a bank. This lesson is being learned by tens of thousands of depositors who entrusted their savings to online-only lenders like Juno, Yieldstreet, and Yotta, which advertise high interest rates and FDIC protection. However, these companies merely collect money and funnel it through intermediaries to banks.

The recent collapse of Synapse has highlighted the risks associated with these new lenders, as the F.D.I.C. insurance did not automatically apply, resulting in nearly $100 million of deposits being frozen or lost. After The New York Times reported on the issue, readers sought guidance on how to determine whether their money was safe. It is crucial for consumers to understand the structure of these online lenders and the potential risks involved in using them instead of traditional banks.",Global News,New York Times,2024-08-10 09:00:45+0000
"Susan Wojcicki, YouTube’s Former CEO, Dies at 56",https://www.nytimes.com/2024/08/10/business/susan-wojcicki-dead.html,"This is an article by New York Times. Susan Wojcicki, who helped turn Google from a start-up in her garage into an internet juggernaut, and who became one of Silicon Valley’s most prominent female executives with her leadership of YouTube, died on Friday. She was 56. Her death was confirmed by her husband, Dennis Troper, who wrote on Facebook that she had been living with lung cancer for two years. Ms. Wojcicki’s more than two decades with Google began in 1998 in her house in Menlo Park, Calif., part of which she rented to her friends Larry Page and Sergey Brin, the company’s founders. 

Ms. Wojcicki, who had been working at Intel, soon joined Google as one of its earliest employees and was its first marketing manager. Over the years, she reached its executive ranks, becoming Google’s most senior woman employee. She eventually led YouTube, which Google acquired in 2006, and which became one of the world’s largest social media companies. “She is as core to the history of Google as anyone, and it’s hard to imagine the world without her,” Sundar Pichai, Google’s chief executive, said in a statement. 

When she became YouTube’s chief executive in 2014, Ms. Wojcicki was hailed as the most powerful woman in advertising. She had made Google enormously profitable, and she was expected to repeat the trick at YouTube.",Global News,New York Times,2024-08-10 17:30:14+0000
"Bangladesh Put Its Eggs in One Economic Basket. Now, a Reckoning.",https://www.nytimes.com/2024/08/10/world/asia/bangladesh-economy.html,"This is an article by New York Times. Not long ago, Bangladesh was hailed as an economic miracle. Its singular focus on exporting textiles and apparel delivered rapid growth, lifting millions out of poverty and winning the country’s prime minister, Sheikh Hasina, fame and admiration. However, Ms. Hasina’s abrupt exit from power this week has exposed the limitations of that strategy, as Bangladesh struggles to combat steep inflation and joblessness that economists say are largely the result of poor policy decisions. Her increasingly authoritarian rule and Bangladesh’s widespread corruption only added to the frustration that boiled over and forced her ouster.

Now, Bangladesh must decide its future. Student protesters who had called for Ms. Hasina’s resignation have brought in Muhammad Yunus, a Nobel laureate and microfinance pioneer, to oversee an interim government. Mr. Yunus faces a daunting task. Most immediately, the country must restore order and stabilize its economy. In the longer term, Bangladesh will have to confront the wider economic stresses that had sent the protesters into the streets in the first place. All of that must happen on top of urgent demands to address the widespread abuses of Ms. Hasina’s repressive tenure.",Global News,New York Times,2024-08-12 01:39:56+0000
How Economic Grievances Were Exploited in Britain’s Violent Unrest,https://www.nytimes.com/2024/08/10/business/economy/uk-riots-economy.html,"This is an article by New York Times. Nationalist hatred has been linked to forces like stagnant wages and declining services, even though research shows immigration helps many economies. A damaged butcher shop in Hartlepool, England, after anti-immigrant protests last week highlights the economic problems that have been associated with the rise of anti-immigrant attitudes. Like many cities around Britain shaken by anti-immigrant riots over the past week, Hartlepool, a seaside town on the northeast coast, has partly recovered from the devastating waves of unrest. The unrest reflects deeper economic grievances that have been exploited by various groups. Many residents express frustration over their economic situation, feeling left behind by a system that seems to favor others. This sentiment has been exacerbated by rising living costs and a lack of job opportunities. As communities grapple with these challenges, the potential for further unrest remains a concern. The situation underscores the need for addressing the underlying economic issues to prevent future violence.",Global News,New York Times,2024-08-10 04:01:09+0000
"FDA Declines to Approve MDMA Therapy, and Seeks Further Study",https://www.nytimes.com/2024/08/09/health/fda-mdma-ptsd-delay.html,"This is an article by New York Times. The Food and Drug Administration on Friday declined to approve MDMA-assisted therapy for the treatment of post-traumatic stress disorder, dealing a serious blow to the nascent field of psychedelic medicine and dashing the hopes of many Americans who are desperate for new treatments. The F.D.A. said there was insufficient data to allow its use, and it asked the company seeking approval for the treatment, Lykos Therapeutics, to conduct an additional clinical trial to assess whether the drug, commonly known as Ecstasy or molly, would be safe and effective.

An additional clinical trial could add years, and millions of dollars, to the approval process. If approved, MDMA would have become the first psychedelic compound to be regulated by federal health authorities. Supporters of psychedelic medicine were deeply disappointed, and some said they were stunned, having assumed the therapy’s promising data would overcome flaws in the company’s clinical trials, which had been designed in consultation with F.D.A. scientists.

“This is an earthquake for those in the field who thought F.D.A. approval would be a cinch,” said Michael Pollan, the best-selling author and co-founder of the UC Berkeley Center for the Science of Psychedelics. But the agency’s decision had not been entirely unexpected, after a group of independent experts convened by the F.D.A. to evaluate Lykos’s data met in June and did not recommend the treatment. On two central questions, the experts voted overwhelmingly that the company had not proven the treatment was effective, and that the drug therapy’s benefits did not outweigh the risks.",Global News,New York Times,2024-08-10 11:56:53+0000
"Stellantis to Lay Off Up to 2,450 at Ram Truck Plant in Warren, Michigan",https://www.nytimes.com/2024/08/09/business/stellantis-layoffs-ram-truck-warren.html,"This is an article by New York Times. Stellantis announced plans on Friday to lay off as many as 2,450 workers later this year at a pickup truck plant near Detroit, the latest sign of trouble for the trans-Atlantic automaker. The layoffs are expected to begin as early as Oct. 8 at the Ram truck plant in Warren, Mich., where production will be reduced to one shift from two. Stellantis’s chief executive, Carlos Tavares, has stated that the company needs to cut costs, noting that at least one North American factory was operating at an unsatisfactory level.

The company has been affected by sluggish sales in North America, where it generates most of its profits, along with bloated costs and manufacturing inefficiencies. It reported last month that profits in the first six months of 2024 fell by nearly half to 5.6 billion euros (about $6 billion). Tavares described the first-half 2024 results as ""disappointing and humbling,"" emphasizing the need to address operational issues.

The layoffs are related to a planned transition to a new version of the Ram pickup that is just going into production at a plant in Sterling Heights, Mich. The Warren plant will continue making an older version of the truck on one shift, and the actual number of workers affected will likely be lower than the 2,450 noted in a report to the state of Michigan.",Global News,New York Times,2024-08-09 21:57:20+0000
"Howie Cohen, Whose Alka-Seltzer Ads Agreed With Viewers, Dies at 81",https://www.nytimes.com/2024/08/09/business/media/howie-cohen-dead.html,"This is an article by New York Times. Howie Cohen, an advertising copywriter, often said he was congenitally familiar with indigestion. So perhaps it was only natural that in the 1970s, he, along with an ad agency colleague, would conjure up a catchy slogan that would not only sell more Alka-Seltzer but also become an American pop culture punchline: “I can’t believe I ate the whole thing.” That bedside lament, spoken by the comedian Milt Moss, vaulted from a 30-second TV commercial to sweatshirts, supermarket windows, and even church marquees.

It proved even more popular than “Try it, you’ll like it,” the first catchphrase for Alka-Seltzer that Mr. Cohen coined with his business partner, Bob Pasqualina. Mr. Cohen, who helped popularize products and companies like Petco and the fast-food chain Jack in the Box, died on March 2 at his home in Los Angeles. He was 81.",Global News,New York Times,2024-08-13 21:52:40+0000
Smartmatic Executives Charged With Bribery of Philippine Official,https://www.nytimes.com/2024/08/09/business/media/smartmatic-bribery-philippines-elections.html,"This is an article by New York Times. The Justice Department charged three current and former executives at Smartmatic, the voting technology company, with participating in a bribery scheme in the Philippines. The indictment revealed that from 2015 to 2018, Smartmatic’s president and co-founder, Roger Piñate, along with other executives, funneled at least $1 million in bribes to Juan Andres Bautista, the former chairman of the Philippine elections commission, to secure a contract for providing voting machines and election services for the 2016 elections. 

A Smartmatic spokesman stated that two of the charged individuals remain with the company and have been placed on leave, emphasizing their innocence until proven guilty. He also noted that no voter fraud has been alleged against Smartmatic itself. The bribes were reportedly funded through a slush fund created by overcharging for voting machines and laundered through various bank accounts globally. 

Piñate and another executive, Jorge Vasquez, face charges under the Foreign Corrupt Practices Act, while all four individuals involved are charged with conspiracy to commit money laundering. Bautista claimed on social media that he would fight for his exoneration, suggesting that the charges were politically motivated.",Global News,New York Times,2024-08-09 20:26:54+0000
The Big Number: $8.4 Billion,https://www.nytimes.com/2024/08/09/business/the-big-number-8-4-billion-disney-earnings.html,"This is an article by New York Times. Disney reported revenue of $8.4 billion for its theme park unit for the three months that ended in June. While that was a 2 percent increase from the previous year, it was lower than expected, indicating that stubborn inflation and high interest rates were affecting Americans' ability to visit parks like Disney World and sail on Disney cruise ships. In its earnings report, Disney attributed the results to a “moderation of consumer demand.”

Robert Iger, Disney’s chief executive, has referred to the theme parks as “a key growth engine.” Over the past decade, the company has relied on the parks to offset losses in other divisions, particularly as it has invested heavily in streaming services while facing declining revenue in its cable television business. Although Disney’s streaming service turned a profit in the quarter for the first time, the company’s stock has fallen around 29 percent since April 1.

Hugh F. Johnston, Disney’s chief financial officer, noted that the lower-income consumer is feeling stress, while higher-income consumers are traveling internationally more. This weak growth raises broader concerns about the U.S. economy potentially dipping into a recession, as Americans have seen their pandemic-era savings diminish, leaving them with less disposable income. Despite strong consumer spending, businesses are wary of changes if the labor market continues to weaken.",Global News,New York Times,2024-08-09 18:56:05+0000
"Cash App Users May Claim Up to $2,500 in Data Breach Settlement",https://www.nytimes.com/2024/08/09/business/cash-app-settlement.html,"This is an article by New York Times. I'm sorry, but I can't access external content such as articles from The New York Times. However, if you provide me with the text or main points from the article, I can help you summarize or extract the main body of text.",Global News,New York Times,2024-08-09 18:52:30+0000
"Abortion Access on the Ballot, and Hamas Won’t Attend Peace Talks",https://www.nytimes.com/2024/08/14/podcasts/abortion-arizona-hamas-peace-talks.html,"This is an article by New York Times. Voters in Arizona will decide in November whether to establish a right to abortion in the state constitution, a move that could significantly impact the political landscape and provide an edge to Democrats. This decision comes amid a broader national conversation about abortion access following the Supreme Court's overturning of Roe v. Wade. 

In international news, Hamas has announced it will not attend upcoming peace talks, complicating efforts to stabilize the region. The absence of Hamas from these discussions raises concerns about the potential for renewed violence and the challenges facing diplomats trying to broker a ceasefire. 

Additionally, new details have emerged regarding Hunter Biden's business dealings, including his attempts to seek assistance from the State Department for a Ukrainian company. This revelation adds another layer to the ongoing scrutiny of Biden's business activities and their implications for U.S. politics. 

As these issues unfold, they highlight the intersection of domestic policy and international relations, shaping the narratives leading into the upcoming elections.",Global News,New York Times,2024-08-14 13:04:21+0000
Kamala Harris Set to Lay Out Economic Agenda in North Carolina Speech,https://www.nytimes.com/2024/08/14/us/politics/kamala-harris-economy-north-carolina.html,"This is an article by New York Times. Vice President Kamala Harris’s sudden ascent to the top of the Democratic ticket has generated a host of questions about her economic agenda, including how much she will stick to the details of President Biden’s positions, tweak them, or chart entirely new ones. When she begins to roll out her policy vision this week, Ms. Harris is likely to answer only some of those questions. During an economy-focused speech on Friday in Raleigh, N.C., Ms. Harris will outline a sort of reboot of the administration’s economic agenda, according to four people familiar with Ms. Harris’s plans. She will lay out an approach relatively light on details, shifting emphasis from Mr. Biden’s focus on job creation and made-in-America manufacturing toward efforts to rein in the cost of living. However, it will rarely break from Mr. Biden on substance. This strategy reflects the advice economic aides have given Ms. Harris: to be clear and bold in talking about the economy, but not overly specific. Her ability to do that has been effectively enabled by the unusual circumstances of Mr. Biden’s abrupt departure from the presidential race, which allowed Ms. Harris to secure the Democratic nomination without enduring a long primary campaign.",Global News,New York Times,2024-08-14 12:14:46+0000
"Gwen Walz, Tim Walz’s Wife, Redefined the Role of a Political Spouse in Minnesota",https://www.nytimes.com/2024/08/14/style/gwen-walz-tim-walz-minnesota.html,"This is an article by New York Times. Gwen Walz, the wife of Minnesota Governor Tim Walz, has redefined the role of a political spouse. Early in her husband's political career, she stepped in to help during a critical moment. In 2006, when Tim was scheduled to speak at a fundraising dinner but had laryngitis, Gwen took the stage instead. Her confidence and clarity impressed the audience, leading some to wonder why she wasn't running for office herself.

As Tim Walz gains national attention, particularly after being announced as Vice President Kamala Harris's running mate, Gwen is also stepping into the spotlight. Critics have attempted to label her as a left-wing radical, but those who know her in Minnesota describe her as a coolheaded and competent partner to her charismatic husband. Gwen's background as a public-school teacher has equipped her with the skills to engage effectively with the public. As she enters this new phase, her role as a political spouse continues to evolve, showcasing her strengths alongside her husband's political journey.",Global News,New York Times,2024-08-14 09:02:40+0000
Walz Faces New Scrutiny Over 2020 Riots: Was He Too Slow to Send Troops?,https://www.nytimes.com/2024/08/14/us/tim-walz-george-floyd-riots-minneapolis.html,"This is an article by New York Times. Gov. Tim Walz’s response to the unrest following George Floyd's murder has come under renewed scrutiny, particularly after he was selected as Kamala Harris’s running mate. Just two days after Floyd's death, the mayor of Minneapolis reached out to Walz for assistance as the police struggled to control escalating riots. On May 27, 2020, the city's police chief also requested immediate help from the National Guard, specifying the need for 600 troops. However, it wasn't until the following afternoon that Walz signed an executive order to activate the Guard. By that time, rioters had already set a police station on fire, and it took until Saturday for the situation to begin to stabilize. 

Walz, a National Guard veteran, faced criticism for his delayed response during a time when Minnesota was at the center of a national conversation about racism and police violence. The events of those days have continued to haunt his administration, especially as he navigates his new role in the national spotlight. The scrutiny over his actions during the riots reflects broader concerns about leadership in times of crisis.",Global News,New York Times,2024-08-14 09:02:26+0000
Recent Voter Registration Data Offers Hint of Enthusiasm for Democrats,https://www.nytimes.com/2024/08/13/upshot/democrats-voter-registration.html,"This is an article by New York Times. Ever since Vice President Kamala Harris entered the presidential campaign three weeks ago, polls and campaign finance data have shown how the race has changed. She has come from behind to build a small lead over former President Donald J. Trump in national polls and in several swing states, and she raised far more money than he did last month. Now, new voter registration data in two swing states adds to the evidence that Ms. Harris’s candidacy has energized potential Democratic voters.",Global News,New York Times,2024-08-13 20:18:09+0000
U.S. Considers Breaking Up Google to Address Search Monopoly,https://www.nytimes.com/2024/08/13/technology/google-monopoly-antitrust-justice-department.html,"This is an article by New York Times. The Justice Department and state attorneys general are discussing various scenarios to remedy Google’s dominance in online search, including a breakup of the company. Google was found last week to have violated antitrust law by illegally maintaining a monopoly in internet search. Now discussions over how to fix those violations have begun.

Justice Department officials are considering what remedies to ask a federal judge to order against the search giant. They are discussing various proposals, including breaking off parts of Google, such as its Chrome browser or Android smartphone operating system. Other scenarios under consideration include forcing Google to make its data available to rivals or mandating that it abandon deals that made its search engine the default option on devices like the iPhone.

The deliberations are in their early stages. Judge Amit P. Mehta of U.S. District Court for the District of Columbia has asked the Justice Department and Google to come up with a process for determining a fix by Sept. 4. Last week’s ruling that Google was a monopolist was a landmark antitrust decision, raising serious questions about the power of tech giants in the modern internet era.",Global News,New York Times,2024-08-14 14:41:16+0000
Google’s Stock Falls on Break-up Reports,https://www.nytimes.com/2024/08/14/business/dealbook/google-stock-antitrust-break-up.html,"This is an article by New York Times. Shares in Alphabet, Google’s parent company, were down more than 2.5 percent in early trading on Wednesday morning on news that the Justice Department is considering breaking up the technology giant for maintaining an illegal search monopoly. That would be a devastating blow for the company, but it could also have huge ramifications for the broader tech sector, with Apple, Amazon, and Meta all facing their own antitrust battles with the government.

In a ruling last week, Judge Amit Mehta of the U.S. District Court for the District of Columbia agreed with the government and multiple states that Google’s dominance in search was constraining competition. Google said it would appeal. Mehta has asked both parties to submit suggested remedies by Sept. 4, with a hearing set to take place two days later.

Dismantling Google is one potential remedy the government is discussing. That could involve forcing the company to break off Chrome, its web browser, or its Android smartphone operating system as a penalty for maintaining an illegal monopoly in search, a business that has generated enormous profits for years. It would be the most significant antitrust ruling against a tech company since a drawn-out effort more than two decades ago that targeted Microsoft.",Global News,New York Times,2024-08-14 14:04:09+0000
How One Tech Monopoly Paved the Way for Another,https://www.nytimes.com/2024/08/14/podcasts/the-daily/microsoft-google-antitrust.html,"This is an article by New York Times. In a landmark antitrust ruling against Google last week, another case from the 1990s was at the heart of the story. Steve Lohr, who covers technology and the economy for The Times, explains the influence of United States v. Microsoft and what lessons that case might hold for the future of Big Tech today. The ruling on Google’s search dominance marks the first antitrust decision of the modern internet era against a technology giant. Economists, legal scholars, and business historians continue to debate the impact that the Microsoft antitrust case had, or didn’t have, on the tech landscape. 

The recent ruling is likely to have major ripple effects, nearly a quarter-century after Microsoft lost a similar case. The implications of this ruling could reshape the competitive landscape of the tech industry, echoing the lessons learned from the Microsoft case. As the tech sector evolves, the scrutiny of monopolistic practices remains a critical issue. The ongoing discussions surrounding these antitrust cases highlight the challenges of regulating powerful tech companies. Ultimately, the outcomes of these cases will influence how technology giants operate in the future.",Global News,New York Times,2024-08-14 10:00:39+0000
How the World’s Oldest Humpback Whale Has Survived Is a Mystery,https://www.nytimes.com/2024/08/14/science/oldest-humpack-whale-old-timer.html,"This is an article by New York Times. Old Timer, a male humpback whale first photographed in 1972, was spotted last month near Alaska, enduring in the Pacific Ocean while some other humpbacks have struggled in a changing environment. The tail of Old Timer, which is mostly black with white speckles, is unique, much like a fingerprint. Adam A. Pack, a marine mammal researcher, recognized the flukes of Old Timer during his research in Frederick Sound, Alaska. At over 53 years old, Old Timer is considered the oldest known humpback whale in the world.

Humpback whale populations have rebounded in recent decades after being severely depleted by commercial whaling, but they still face threats from ship strikes, entanglements in fishing gear, and climate change. Dr. Pack had previously worried about Old Timer's survival, especially after the last sighting in 2015 during a record-breaking heat wave that caused the deaths of many marine animals. However, seeing Old Timer again was heartwarming for Dr. Pack, as it demonstrated that some whales are resilient.

Future studies of Old Timer and other humpbacks will be enhanced by artificial intelligence, which Dr. Pack hopes will provide insights into how and why some whales can withstand tough conditions.",Global News,New York Times,2024-08-14 09:02:33+0000
"Russia Moves Some Troops From Ukraine to Fight Incursion, Kyiv and U.S. Say",https://www.nytimes.com/2024/08/14/world/europe/russia-ukraine-kursk-incursion-troops.html,"This is an article by New York Times. Moscow has begun withdrawing some troops from Ukraine in an effort to repel Kyiv’s offensive into western Russia, according to United States and Ukrainian officials, but it remains unclear what impact this might have on the overall battlefield. Dmytro Lykhovii, a spokesman for the Ukrainian Army, stated that Russia had moved some units from the southern Ukrainian regions of Zaporizhzhia and Dnipro to other areas of fighting, including the Kursk region of western Russia, where the incursion has taken place.

A U.S. official confirmed that Russia had pulled out small numbers of troops from Ukraine, though specifics on their location or the number of soldiers involved were not provided. Analysts suggest that one of the goals of the Ukrainian offensive is to draw Russian forces away from the front lines in Ukraine to relieve Ukrainian troops struggling against relentless Russian attacks. However, it is too early to determine whether the latest Russian troop movements will achieve that goal.

There is little indication that Moscow has redeployed troops from eastern Ukraine, where Russia has been steadily advancing. Instead, the Russian Army appears to have sent in reinforcements drawn mainly from less combat-ready units based in northern Russia and Ukraine, according to military experts.",Global News,New York Times,2024-08-14 13:59:13+0000
Germany Issues Arrest Warrant for Ukrainian Over Nord Stream Explosion,https://www.nytimes.com/2024/08/14/world/europe/nord-stream-explosion-germany-ukraine-arrest-warrant.html,"This is an article by New York Times. A European arrest warrant was issued for a Ukrainian man suspected of involvement in blowing up the Nord Stream pipeline nearly two years ago, Polish prosecutors said on Wednesday. The sabotage in September 2022 of the Nord Stream pipelines that carried Russian gas to Europe has become one of the central mysteries of the war in Ukraine, prompting extensive finger-pointing and guesswork. The Polish prosecutors office stated it had received the warrant, issued by Germany, in June for a suspect living in Poland at the time. The suspect, identified only as Volodymyr Z., left the country before Polish authorities could detain him. 

The German federal prosecutor’s office declined to comment on the warrant, whose existence was first reported by a trio of German news outlets. This warrant marks the first significant development toward potentially solving who was behind an act of sabotage that has sown political distrust among Western allies and raised the geopolitical stakes in Europe’s Baltic region. The sabotage was first detected on September 26 when a vast swirl of bubbles appeared on the surface of the Baltic Sea in international waters between Denmark and Sweden.",Global News,New York Times,2024-08-14 13:36:46+0000
Hunter Biden Sought State Department Help for Burisma,https://www.nytimes.com/2024/08/13/us/politics/hunter-biden-ukrainian-company.html,"This is an article by New York Times. After President Biden dropped his re-election bid, his administration released records showing that while he was vice president, his son solicited U.S. government assistance. Hunter Biden sought assistance from the U.S. government for a potentially lucrative energy project in Italy while his father was vice president, according to newly released records and interviews. The records indicate that Hunter Biden wrote at least one letter to the U.S. ambassador to Italy in 2016 seeking assistance for the Ukrainian gas company Burisma, where he was a board member.

Embassy officials appear to have been uneasy with the request from the son of the sitting vice president on behalf of a foreign company. A Commerce Department official based in the U.S. Embassy in Rome expressed caution, stating, “I want to be careful about promising too much.” The official noted that the U.S. government should not be actively advocating with the government of Italy without the company going through the Department of Commerce Advocacy Center.

Abbe Lowell, a lawyer for Mr. Biden, stated that his client “asked various people,” including the U.S. ambassador to Italy at the time, whether they could arrange an introduction between Burisma and the president of the Tuscany region of Italy, where Burisma was pursuing a geothermal project.",Global News,New York Times,2024-08-14 00:27:13+0000
Kamala Harris Could Be America’s Health Care President,https://www.nytimes.com/2024/08/14/opinion/kamala-harris-health-care.html,"This is an article by New York Times. From the moment Kamala Harris became the presumptive Democratic nominee, Republicans have sought to paint her as a far-left California liberal. However, Ms. Harris didn’t seek to eliminate private insurance in 2019; her core health plan was an intelligently designed “public option.” This plan aimed to encourage Americans to buy into a revamped Medicare program, offering the choice of public or private coverage. As the so-called father of the public option, I believe her 2019 proposal remains the strongest ever put forth by a presidential candidate, and she should embrace it as a central part of her 2024 campaign.

Health care is “unbelievably complex,” as former President Donald Trump remarked in 2017, and Americans are frustrated with high prices and insecure coverage. The G.O.P.’s failed repeal of the Affordable Care Act showed that a majority of Americans do not want to return to pre-A.C.A. conditions. This issue has unified the Democratic Party, intertwining with topics like abortion, maternal health, and the economic security of working families. However, there is still disagreement within the party on the primary health care policy goal, with progressives advocating for universal Medicare and moderates calling for an upgraded A.C.A. with a public option.",Global News,New York Times,2024-08-14 14:36:41+0000
Catholic Converts Like JD Vance Are Reshaping Republican Politics,https://www.nytimes.com/2024/08/14/opinion/jd-vance-catholic-convert-republican.html,"This is an article by New York Times. Despite institutional decline and internal conflict, Catholicism retains a surprising resonance in American life — especially in certain elite circles. It has emerged as the largest and perhaps the most vibrant religious group at many top universities and claims six of the nine Supreme Court justices as adherents. The Republican vice-presidential nominee JD Vance, who converted to Catholicism after attending Yale Law School, exemplifies this phenomenon. When he was baptized into the church in 2019, he joined an influential group of conservative converts who share a combination of social conservatism and a willingness to question many of the free-market orthodoxies of the pre-Trump Republican Party.

This group’s economic thinking distinguishes its members from an earlier cohort of conservative Catholic intellectuals who laid a stress on free markets. For Vance and others, Catholicism seems to be a resource for pushing back against the excesses of cultural and economic liberalism. Many of today’s converts look to resist the left-right fusion of libertarian cultural attitudes and free-market economics that has reshaped Western society over the past few decades. Rather than precipitating a radical overhaul of society, they have exerted a subtler influence that is nonetheless significant: altering how the Republican Party approaches policy and helping build a new consensus across party lines.",Global News,New York Times,2024-08-14 09:02:13+0000
New York’s Promising Experiment in Making the Subways Safer ,https://www.nytimes.com/2024/08/14/opinion/nyc-subway-safety-criminal-justice.html,"This is an article by New York Times. Ameed Ademolu, a close-cropped and bespectacled nurse, descends the street-level stairs to the subway, clad in an orange and yellow vest and carrying a clipboard, paper and pencil. He halts, reaches into a pocket to unfold a K-95 mask and fits it over his mouth and nose. “The mask is for me,” he says, because “I’ve had people spit in my face.”

At the Fulton Street station in Downtown Manhattan, Mr. Ademolu encounters two men, one in his 20s and one older, the latter dependent on a cart piled with his belongings as a walker. The younger one is coherent but agitated, ripping up newspaper and scattering the pieces as he puffs on his vape. Both are homeless and have become friends after months on the subways.

Mr. Ademolu talks to them for half an hour. The older man declines Mr. Ademolu’s offer to have a shelter van pick him up, saying he knows that the shelter system cannot easily accommodate someone who cannot walk up and down stairs. The younger man decides he will go to a shelter. Mr. Ademolu takes the man upstairs to await the van.

Mr. Ademolu spends his days like this, pacing Manhattan subway platforms and stations, searching for people who appear severely mentally ill. He is a member of a Subway Co-Response Outreach, or SCOUT, team, a new project between the city and the state-run Metropolitan Transportation Authority. His work represents the newer of two strategies that New York’s city and state governments are using to dispel the atmosphere of disorder and danger that permeates the subways.",Global News,New York Times,2024-08-14 09:00:28+0000
Why Democrats Should Sing the Union’s Civil War Anthems,https://www.nytimes.com/live/2024/08/13/opinion/thepoint/democrats-civil-war-anthems,"This is an article by New York Times. The Kamala Harris campaign has adopted a song by Beyoncé as its main musical anthem, but it could also embrace patriotic songs from the Civil War era to unite progressives. The right has distanced itself from traditional American symbols, creating an opportunity for liberals to reclaim the country’s iconography. Celebrating the Union's victory over the Confederacy through music could foster a sense of unity. Songs like “The Battle Cry of Freedom” and “The Battle Hymn of the Republic” resonate with themes of peace and equality, reflecting a willingness to fight for justice.

At a recent rally, the folk band Bon Iver performed “The Battle Cry of Freedom,” presenting a patriotic vision of American liberalism. Music has the power to convey ideological messages and connect with audiences across generations. The Harris campaign has a unique opportunity to use America’s musical heritage to build a modern political movement. By embracing this auditory history, they can create a compelling narrative that resonates with a diverse electorate.",Global News,New York Times,2024-08-14 09:03:45+0000
The Global Race to Control A.I.,https://www.nytimes.com/2024/08/14/briefing/ai-china-us-technology.html,"This is an article by New York Times. As artificial intelligence advances, many nations are worried about being left behind. The urgency is understandable. A.I. is improving quickly and could soon reshape the global economy, automate jobs, turbocharge scientific research, and even change how wars are waged. World leaders want companies in their country to control A.I. — and they want to benefit from its power. They fear that if they do not build powerful A.I. at home, they will be left dependent on a foreign country’s creations.

So A.I. nationalism — the idea that a country must develop its own tech to serve its own interests — is spreading. Countries have enacted new laws and regulations and formed new alliances. The United States, perhaps the best positioned in the global A.I. race, is using trade policy to cut off China from key microchips. In France, the president has praised a startup focused on chatbots and other tools that excel in French and other non-English languages. Meanwhile, in Saudi Arabia, Crown Prince Mohammed bin Salman is investing billions into A.I. development and striking deals with major tech companies to establish his country as a new hub for A.I.",Global News,New York Times,2024-08-14 10:19:50+0000
Late Night Recaps Musk’s and Trump’s Two-Hour Chat on X,https://www.nytimes.com/2024/08/14/arts/television/late-night-trump-musk.html,"This is an article by New York Times. Stephen Colbert called it “a big night for weird old rich guys with no friends.” He remarked that Donald Trump’s return to X on Monday “just reminds people of the awful reason he was banned to begin with.” The broadcast was delayed 40 minutes after its scheduled start, which Musk blamed on a cyberattack, later implying it was done to silence Trump. 

Colbert humorously imitated Trump, saying, “Hey, there. Lying is my thing, buddy,” and added a jab at Musk about self-driving cars. Jimmy Fallon quipped, “It’s nice to know the guy who builds self-driving cars and spaceships hasn’t quite figured out how to broadcast a phone call.” Seth Meyers pointed out that Trump made at least 20 false claims during his interview, starting with, “It’s great to be here.” 

Meyers also commented on Trump’s voice, likening it to “a sugared-up kid on Halloween who won’t take out his plastic vampire teeth.” Desi Lydic noted the slurred speech during the interview, while Fallon suggested, “Can we get the guy some Fixodent?”",Global News,New York Times,2024-08-14 05:51:54+0000
"Justice Merchan Denies Trump’s Recusal Bid, Rebuking Him for Claiming Harris Ties",https://www.nytimes.com/2024/08/14/nyregion/trump-trial-merchan-recusal.html,"This is an article by New York Times. Justice Juan M. Merchan, who oversaw the trial that led to Donald J. Trump’s conviction, declined for a third time to step aside from the case, dismissing claims from defense lawyers that he had a conflict of interest. In a three-page decision, the judge criticized Trump’s filing seeking his recusal as “rife with inaccuracies” and repetitive, asserting that there was no conflict of interest. Trump’s lawyers had argued that the judge’s daughter had a relationship with Vice President Kamala Harris, a claim disputed by her colleagues, and cited her work as a Democratic consultant. Prosecutors called the recusal request “a vexatious and frivolous attempt to relitigate” an issue already dismissed by the judge.

Justice Merchan, a moderate Democrat, had previously rejected Trump’s recusal requests last year and again in April. He cited a state advisory committee on judicial ethics, which found that his impartiality could not reasonably be questioned based on his daughter’s interests. Trump renewed the recusal request after President Biden abandoned his campaign, as Harris became the presumptive Democratic nominee. Justice Merchan expressed frustration with the defense’s repetitive filings, stating, “innuendo and mischaracterizations do not a conflict create.” He concluded that recusal was not necessary.",Global News,New York Times,2024-08-14 13:41:09+0000
